backend,seed,inter_node_distance_km,database_size_log,num_nodes,query_id,src,dst,hop_distance,success,failure_reason,tts_ms,fidelity,pair_arrival_ms
odo,42,20.0,10,25,19,router_16,router_12,3,True,,1986.05993751,0.9033889759498517,26.560;40.120;73.761;101.401;142.721;199.362;228.722;248.363;277.003;304.643;325.283;372.924;411.285;436.845;489.486;506.646;538.846;609.047;645.008;694.648;768.289;1084.249;1111.450;1133.810;1177.010;1191.651;1228.971;1284.612;1322.252;1351.012;1381.653;1408.973;1444.933;1489.134;1585.335;1619.976;1676.336;1755.497;1798.138;1838.778;1900.419;1986.060
odo,42,20.0,10,25,20,router_16,router_12,3,True,,1801.97852501,0.9052314824213387,12.560;46.761;94.401;113.041;121.681;150.762;232.403;248.363;293.924;411.125;446.325;493.526;534.726;675.928;696.568;741.209;774.849;791.490;801.570;844.730;861.931;1172.291;1189.931;1205.091;1233.732;1244.092;1301.292;1329.933;1351.493;1410.134;1423.774;1447.414;1496.055;1549.695;1608.856;1629.497;1682.817;1695.457;1722.818;1753.018;1785.658;1801.979
odo,42,20.0,10,25,27,router_18,router_12,5,True,,2315.49927501,0.8235189930032573,61.681;84.921;147.642;173.241;263.682;297.882;341.642;408.443;440.483;538.684;630.206;644.646;671.886;698.727;722.887;759.527;786.888;802.528;860.969;896.209;919.409;1369.650;1424.091;1468.291;1510.932;1552.852;1622.372;1694.693;1759.374;1832.174;1868.975;1901.215;1928.455;1975.176;1986.695;2049.496;2134.737;2157.538;2186.338;2237.059;2286.419;2315.499
odo,42,20.0,10,25,28,router_18,router_12,5,True,,2341.34285001,0.8227933460466916,29.640;45.281;66.401;109.122;120.642;142.282;182.802;217.923;247.163;300.804;364.845;466.887;509.687;574.008;631.649;649.849;701.729;727.090;883.931;937.091;959.731;1375.771;1403.012;1471.453;1523.494;1569.134;1623.935;1686.736;1735.576;1865.778;1906.979;1973.700;2010.540;2044.981;2065.619;2101.660;2121.180;2157.501;2197.901;2226.701;2316.503;2341.343
odo,42,20.0,10,25,29,router_18,router_12,5,True,,2193.77778751,0.8253509120851816,30.240;54.561;87.441;197.602;246.282;283.603;316.843;337.043;371.484;391.684;420.884;442.805;467.325;506.045;540.365;600.566;631.286;673.807;749.928;781.968;843.169;1282.409;1305.210;1353.609;1418.810;1455.450;1499.091;1546.291;1598.492;1669.733;1707.533;1749.934;1813.774;1877.174;1936.815;2001.016;2021.056;2057.256;2109.817;2153.337;2180.058;2193.778
odo,42,20.0,10,25,0,router_21,router_12,4,True,,2374.58386251,0.8614199962896898,32.560;130.802;178.402;218.162;243.843;292.163;333.364;384.925;434.165;474.766;500.926;574.407;604.967;697.528;732.089;776.649;802.650;846.250;879.451;915.691;932.211;1374.772;1446.013;1512.134;1585.374;1624.615;1681.216;1762.457;1818.057;1857.018;1894.578;1931.819;1968.379;2015.620;2053.220;2070.460;2117.701;2137.941;2169.501;2232.742;2271.343;2374.584
odo,42,20.0,10,25,1,router_21,router_12,4,True,,2558.02547501,0.8605026782789246,52.561;93.801;140.042;178.642;283.203;325.444;359.044;407.285;444.885;502.126;549.687;627.367;670.248;708.808;743.049;791.289;805.209;852.770;883.010;908.570;947.211;1338.771;1443.013;1479.573;1500.813;1586.374;1631.814;1659.415;1713.975;1766.656;1864.897;2012.459;2081.700;2111.260;2202.701;2231.261;2270.942;2311.542;2371.103;2473.904;2503.465;2558.025
odo,42,20.0,10,25,2,router_21,router_12,4,True,,2424.90443751,0.8616811217786038,76.561;121.161;156.722;189.122;234.602;290.203;317.803;365.404;392.644;411.204;437.445;536.046;640.407;705.648;726.248;811.489;848.050;906.530;919.130;964.691;1037.132;1407.692;1423.292;1467.893;1498.493;1548.734;1585.294;1636.855;1659.095;1682.855;1694.096;1786.697;1880.298;1993.899;2041.140;2069.380;2121.981;2208.222;2238.822;2290.063;2327.663;2424.904
acp_m6,42,20.0,10,25,6,router_1,router_12,3,True,,1211.65031251,0.904883492460592,33.160;79.801;99.121;124.921;155.121;169.321;179.962;191.602;212.522;231.722;234.922;244.122;273.923;289.123;322.323;346.523;385.764;390.004;394.764;428.404;464.045;772.005;784.405;815.045;856.406;867.606;884.366;902.166;918.966;935.607;951.167;962.967;966.167;980.407;990.367;1019.008;1050.168;1122.129;1126.889;1138.049;1185.290;1211.650
acp_m6,42,20.0,10,25,7,router_1,router_12,3,True,,1207.48842501,0.9031235375543731,15.560;34.320;76.961;100.201;117.121;138.921;172.121;179.762;214.122;268.763;285.003;292.243;300.963;314.603;328.563;343.763;404.404;414.644;465.964;490.604;511.364;813.524;825.165;838.405;847.045;868.325;892.685;919.326;929.966;946.606;957.526;998.166;1000.806;1039.727;1061.527;1084.167;1104.408;1117.127;1127.767;1153.008;1174.248;1207.488
acp_m6,42,20.0,10,25,8,router_1,router_12,3,True,,1311.13200001,0.9034156533592793,22.560;31.200;58.841;64.481;84.121;103.761;109.401;114.121;123.921;157.562;196.202;203.842;211.482;215.122;227.763;260.403;290.043;339.684;401.325;453.965;500.606;843.567;860.207;872.847;890.487;945.128;966.768;975.408;991.048;1019.689;1031.929;1041.249;1063.449;1068.089;1151.730;1153.690;1167.330;1184.970;1232.611;1269.252;1305.492;1311.132
acp_m6,42,20.0,10,25,21,router_2,router_12,5,True,,1480.49176251,0.8239987115353584,15.840;31.640;93.881;128.001;135.281;152.521;201.642;239.922;255.722;294.523;321.923;348.244;384.444;407.244;424.924;454.644;487.045;506.765;527.085;577.046;592.246;1035.927;1045.167;1055.967;1074.167;1089.967;1105.608;1140.728;1152.848;1177.969;1196.809;1232.449;1288.090;1309.210;1324.330;1355.171;1378.811;1412.532;1434.652;1448.372;1464.492;1480.492
acp_m6,42,20.0,10,25,22,router_2,router_12,5,True,,1642.32855001,0.8205764779697282,28.840;46.241;116.641;190.762;199.242;225.482;259.602;283.723;304.443;334.563;358.242;384.643;423.043;472.444;496.164;517.844;553.564;567.844;595.885;614.685;623.485;1037.725;1077.926;1096.126;1136.326;1160.447;1177.727;1213.847;1233.567;1270.888;1291.008;1305.288;1328.408;1349.529;1359.649;1365.125;1402.846;1415.966;1438.086;1452.206;1500.127;1642.329
acp_m6,42,20.0,10,25,23,router_2,router_12,5,True,,1778.25468751,0.809605064323881,19.240;166.362;173.640;270.762;274.602;360.723;391.843;417.963;488.084;545.205;593.326;605.446;638.566;644.686;670.926;677.046;718.167;723.287;750.407;757.527;766.367;1215.048;1218.888;1244.008;1266.129;1282.249;1370.370;1375.090;1398.210;1472.611;1517.332;1534.052;1595.773;1619.493;1631.213;1644.533;1684.734;1724.934;1737.134;1745.854;1770.535;1778.255
acp_m6,42,20.0,10,25,24,router_4,router_12,4,True,,1503.77355001,0.8629198526342954,53.561;63.561;75.801;107.041;123.282;184.402;240.243;256.083;294.803;303.324;345.564;358.804;395.204;436.405;457.605;467.445;480.805;510.006;543.206;549.206;557.607;917.167;927.007;935.247;962.127;974.367;1001.328;1047.568;1053.808;1076.048;1183.290;1193.530;1230.770;1261.931;1276.171;1295.411;1313.571;1367.812;1410.052;1425.293;1441.533;1503.774
acp_m6,42,20.0,10,25,25,router_4,router_12,4,True,,1654.65370001,0.8602628243817361,55.161;67.161;106.961;131.162;164.402;170.561;191.401;218.322;229.002;245.242;256.482;337.083;383.084;401.723;432.524;443.724;474.925;506.685;562.925;596.285;615.086;972.246;992.086;1014.006;1032.566;1121.768;1166.168;1226.009;1280.969;1314.170;1333.770;1349.010;1396.251;1429.371;1461.211;1472.451;1499.692;1553.013;1597.253;1611.413;1627.813;1654.654
acp_m6,42,20.0,10,25,26,router_4,router_12,4,True,,1130.32931251,0.8676409827006469,22.360;33.920;54.161;72.001;84.001;101.841;113.841;129.521;142.681;161.882;181.442;195.602;201.762;240.243;248.243;289.844;297.684;329.204;345.284;354.524;375.164;739.925;765.725;777.525;780.725;791.925;806.125;838.526;861.766;880.126;910.606;924.606;930.207;963.407;969.407;1000.767;1029.928;1059.128;1078.729;1110.329;1113.929;1130.329
acp_m6,42,20.0,10,25,12,router_7,router_12,3,True,,971.72698751,0.90116831741638,25.360;40.001;48.160;55.200;68.241;83.361;106.561;112.401;141.441;172.521;227.722;239.922;243.722;251.922;257.122;262.962;291.323;293.523;315.323;331.123;333.763;641.923;660.723;682.524;692.324;710.524;720.724;740.524;743.324;757.525;787.325;800.125;819.925;823.725;830.525;840.725;855.526;878.726;895.926;923.126;948.927;971.727
acp_m6,42,20.0,10,25,13,router_7,router_12,3,True,,823.64490001,0.9084317536474433,11.160;17.960;26.600;37.560;53.401;67.161;107.001;115.361;131.201;156.641;183.561;190.721;196.521;211.962;221.802;275.922;293.123;299.323;303.483;310.643;317.803;623.563;626.723;633.883;640.043;646.203;662.003;674.163;681.323;689.883;707.044;716.244;723.444;737.004;749.804;763.604;789.805;794.605;810.845;815.885;819.005;823.645
acp_m6,42,20.0,10,25,14,router_7,router_12,3,True,,1071.32896251,0.9055544685890822,31.760;42.801;59.961;79.801;96.041;108.921;115.961;131.001;146.042;192.202;205.642;227.803;247.963;256.603;275.723;280.523;322.084;330.324;337.764;368.004;377.845;680.005;695.165;701.325;723.485;726.285;742.525;769.166;778.326;797.486;817.726;842.767;855.646;889.807;930.047;934.607;970.448;973.488;988.648;1019.208;1065.769;1071.329
acp_m6,42,20.0,10,25,15,router_8,router_12,5,True,,1536.72928751,0.8272077228284502,27.840;49.040;62.161;94.881;111.601;140.321;160.121;184.922;202.642;266.763;276.483;298.603;309.802;347.923;351.763;371.883;413.003;474.124;495.244;513.803;522.204;932.884;942.604;951.044;963.884;1020.685;1029.805;1068.485;1084.925;1133.326;1159.726;1232.967;1241.367;1256.087;1274.608;1317.408;1355.209;1386.849;1430.249;1453.889;1512.730;1536.729
acp_m6,42,20.0,10,25,16,router_8,router_12,5,True,,1424.17030001,0.8335045280100328,28.840;55.961;80.201;127.442;150.562;187.802;215.523;231.043;251.883;284.604;314.724;366.845;393.085;409.125;420.925;469.166;489.886;508.606;531.326;552.966;572.206;990.447;1007.687;1028.127;1059.247;1081.528;1096.648;1121.768;1143.488;1171.728;1205.848;1218.969;1237.089;1253.209;1278.329;1306.450;1340.649;1358.050;1363.770;1383.890;1392.130;1424.170
acp_m6,42,20.0,10,25,17,router_8,router_12,5,True,,1612.69281251,0.8246604645661022,34.680;72.641;100.841;123.081;162.442;201.282;241.442;313.563;321.683;374.804;416.924;449.045;479.165;505.405;517.525;540.646;580.766;625.887;666.007;670.127;689.048;1125.728;1133.448;1157.608;1188.849;1201.969;1229.209;1256.850;1322.970;1328.690;1340.810;1372.371;1386.171;1415.291;1437.411;1458.132;1479.252;1506.612;1541.332;1584.452;1599.573;1612.693
acp_m6,42,20.0,10,25,9,router_11,router_12,1,True,,418.80326251,0.9895775142363701,4.800;10.000;12.800;22.400;23.600;26.800;29.200;32.400;44.401;48.801;80.401;86.001;91.601;100.802;121.202;124.802;136.402;154.802;158.002;159.602;164.803;365.203;366.403;367.603;369.603;370.003;376.803;379.603;380.403;380.803;385.203;387.203;388.003;392.403;404.803;407.603;408.003;410.003;411.203;414.803;416.003;418.803
acp_m6,42,20.0,10,25,10,router_11,router_12,1,True,,566.40556251,0.9896967966852557,24.400;26.400;47.601;55.201;56.801;57.201;61.201;71.201;73.201;80.801;83.601;95.201;96.801;106.002;114.002;118.002;131.202;144.002;149.602;153.202;158.402;364.402;377.603;410.403;422.403;422.803;431.604;432.404;434.004;439.204;448.804;453.604;455.604;459.204;463.204;464.804;494.404;518.005;532.805;533.605;540.405;566.406
acp_m6,42,20.0,10,25,11,router_11,router_12,1,True,,641.60672501,0.9893921351053928,4.400;44.001;50.801;58.401;72.801;87.601;90.001;130.402;134.802;135.202;136.002;159.602;162.802;180.803;188.003;196.803;229.204;258.804;286.404;303.605;306.805;507.205;514.005;522.405;522.805;532.005;538.805;540.405;542.405;554.805;558.405;572.806;574.406;589.606;597.206;601.206;605.606;608.406;609.206;623.606;636.407;641.607
acp_m6,42,20.0,10,25,3,router_13,router_12,5,True,,1532.81087501,0.8282135814022389,22.240;37.480;58.201;71.841;107.081;142.322;193.122;229.843;249.883;290.004;311.644;361.285;393.405;456.646;475.366;509.124;532.364;538.524;547.205;583.325;587.725;1013.965;1036.005;1058.046;1077.166;1100.286;1119.446;1133.166;1226.447;1259.688;1266.488;1299.728;1324.449;1347.569;1359.289;1377.129;1396.769;1422.570;1435.969;1472.170;1497.970;1532.811
acp_m6,42,20.0,10,25,4,router_13,router_12,5,True,,1425.32996251,0.8298308079375939,16.840;35.240;60.641;86.041;119.281;129.322;146.442;168.162;197.322;282.043;300.164;311.284;332.124;341.924;411.645;420.365;438.285;446.725;464.846;481.526;503.646;946.086;985.807;1037.928;1075.287;1097.087;1114.208;1126.328;1136.448;1165.168;1169.288;1179.608;1194.768;1205.168;1259.889;1282.009;1287.768;1296.849;1347.369;1375.089;1401.210;1425.330
acp_m6,42,20.0,10,25,5,router_13,router_12,5,True,,1561.97223751,0.8265695766030725,24.840;85.961;114.081;139.681;165.801;171.921;195.122;231.242;254.202;308.283;341.404;353.923;424.044;482.165;501.285;596.406;600.046;707.168;710.808;722.008;741.648;1161.328;1192.449;1203.288;1208.688;1234.809;1268.929;1284.049;1289.169;1323.969;1343.090;1351.810;1378.650;1394.370;1445.491;1449.131;1459.171;1486.811;1509.932;1528.052;1544.852;1561.972
acp_m6,42,20.0,10,25,18,router_16,router_12,3,True,,1000.60790001,0.9087608471782087,16.160;21.400;35.040;68.601;88.961;94.761;112.321;126.682;142.242;161.882;182.042;203.683;231.243;245.203;253.563;297.204;303.844;309.404;337.644;371.285;377.525;679.685;701.485;708.285;713.445;730.085;748.325;760.566;772.206;778.326;788.126;798.766;845.086;854.326;870.287;886.087;905.727;923.367;947.287;973.088;983.448;1000.608
acp_m6,42,20.0,10,25,19,router_16,router_12,3,True,,1356.29117501,0.9069414939286922,28.960;62.601;96.561;141.321;173.962;196.882;223.122;239.082;248.282;289.083;332.723;337.964;347.043;392.284;400.924;413.564;424.804;444.444;448.804;500.445;526.165;828.325;845.565;873.206;880.085;897.285;911.526;926.446;947.206;958.846;970.486;985.126;1021.887;1054.527;1084.168;1100.528;1120.168;1224.810;1241.050;1259.410;1296.650;1356.291
acp_m6,42,20.0,10,25,20,router_16,router_12,3,True,,1429.65347501,0.905179827424218,15.160;60.801;127.442;150.361;191.002;208.642;242.282;272.923;348.484;355.244;370.884;388.524;400.164;439.805;443.445;468.085;507.726;524.366;565.006;590.647;610.207;973.168;1026.729;1058.369;1075.089;1108.329;1125.970;1137.610;1143.170;1159.370;1172.170;1190.930;1228.891;1239.251;1260.891;1288.852;1294.052;1308.852;1356.492;1378.133;1400.493;1429.653
acp_m6,42,20.0,10,25,27,router_18,router_12,5,True,,1683.09641251,0.8135564243603416,35.240;84.481;128.122;162.162;193.003;228.803;244.443;266.844;295.284;322.125;329.525;373.965;437.606;467.647;481.047;529.847;566.288;600.088;670.929;708.170;731.810;1172.051;1227.851;1240.652;1287.452;1302.252;1312.492;1341.253;1366.493;1371.293;1427.094;1483.894;1515.695;1520.495;1570.295;1592.096;1605.136;1643.696;1648.496;1658.736;1673.296;1683.096
acp_m6,42,20.0,10,25,28,router_18,router_12,5,True,,1591.45627501,0.8182942942928383,30.440;80.481;96.921;135.762;205.803;227.723;238.844;266.684;281.084;289.884;309.524;342.765;365.485;393.006;397.326;415.486;473.527;493.967;534.408;550.048;568.088;1011.329;1056.329;1079.969;1106.010;1165.650;1174.891;1206.531;1225.371;1247.172;1261.572;1322.813;1365.653;1417.294;1440.934;1460.335;1473.135;1539.976;1543.616;1549.656;1574.056;1591.456
acp_m6,42,20.0,10,25,29,router_18,router_12,5,True,,1300.73132501,0.8284127841767095,22.240;61.881;79.040;89.761;102.601;141.321;148.441;158.762;166.802;189.122;223.842;231.363;238.522;254.843;261.683;288.403;305.523;322.244;330.404;345.244;387.285;813.725;824.565;851.965;870.766;880.006;921.926;932.246;967.887;983.127;1011.167;1124.409;1135.249;1158.650;1176.050;1192.490;1203.850;1226.690;1250.731;1265.571;1278.811;1300.731
acp_m6,42,20.0,10,25,0,router_21,router_12,4,True,,1365.04967501,0.8654867420424351,30.160;60.361;87.961;121.961;141.801;160.401;188.002;204.361;210.601;244.202;281.562;292.762;298.442;307.642;326.482;329.322;348.923;362.683;385.123;412.963;431.203;809.764;840.364;865.204;878.124;884.405;910.645;941.245;968.086;1007.326;1059.606;1111.207;1138.807;1161.608;1202.008;1216.008;1252.849;1264.409;1285.649;1327.849;1349.450;1365.050
acp_m6,42,20.0,10,25,1,router_21,router_12,4,True,,1540.81221251,0.8633418414931668,43.561;65.560;104.121;131.801;173.002;200.562;216.002;239.202;263.803;302.403;320.003;337.844;357.444;371.044;386.884;412.484;422.325;464.525;490.365;529.566;546.126;905.686;924.886;946.487;962.087;997.087;1037.727;1042.567;1102.168;1140.128;1199.569;1233.169;1298.130;1376.811;1432.411;1439.611;1445.771;1465.332;1514.412;1518.012;1534.612;1540.812
acp_m6,42,20.0,10,25,2,router_21,router_12,4,True,,1524.73233751,0.8619939125553424,31.560;41.160;58.761;70.361;90.961;115.561;139.162;216.763;274.363;312.964;335.523;341.964;347.923;360.564;402.165;418.765;453.365;523.966;552.566;572.167;585.767;954.327;957.927;980.527;1001.128;1057.728;1061.328;1101.929;1130.529;1142.089;1193.250;1208.490;1245.090;1275.691;1286.291;1294.451;1326.691;1417.652;1426.091;1467.292;1498.053;1524.732
odo,43,20.0,10,25,6,router_0,router_12,2,True,,1608.21870001,0.9453590155251622,16.600;44.401;83.401;112.002;122.402;177.403;192.803;252.204;254.404;266.204;314.604;320.004;343.005;381.405;399.805;438.006;464.406;471.406;478.407;514.207;575.608;881.409;932.809;960.610;979.610;1016.011;1053.411;1057.811;1090.412;1164.812;1187.013;1280.414;1316.815;1387.216;1401.616;1437.016;1498.417;1526.818;1543.218;1547.018;1593.218;1608.219
odo,43,20.0,10,25,7,router_0,router_12,2,True,,1919.02233751,0.9429070021838497,43.601;54.601;96.001;139.002;236.403;305.804;327.204;415.006;466.006;467.406;515.807;597.208;619.408;660.809;683.209;734.610;758.010;775.410;838.811;857.811;881.212;1168.812;1201.413;1224.813;1248.613;1265.013;1296.414;1350.615;1368.015;1406.415;1495.017;1550.417;1561.818;1569.618;1605.418;1612.418;1639.419;1657.819;1685.219;1720.220;1736.620;1919.022
odo,43,20.0,10,25,8,router_0,router_12,2,True,,1761.22013751,0.945492380921299,5.600;81.001;100.401;114.801;126.602;158.002;185.402;201.803;240.203;368.605;388.405;392.205;403.605;443.006;470.806;491.206;527.607;545.807;576.007;645.409;693.809;953.409;994.010;1022.610;1048.011;1062.411;1083.811;1094.211;1142.612;1162.012;1208.413;1259.813;1338.014;1375.415;1423.216;1438.616;1517.617;1612.018;1619.018;1694.419;1699.819;1761.220
odo,43,20.0,10,25,21,router_5,router_12,3,True,,2103.45955001,0.9035277223740459,53.961;87.601;121.721;139.282;159.682;198.483;245.123;286.684;301.244;333.804;343.364;360.924;393.325;408.125;531.767;568.086;657.647;708.288;741.928;823.569;840.848;1228.809;1247.450;1275.010;1308.650;1322.210;1367.771;1406.572;1482.213;1550.773;1602.334;1685.975;1701.615;1741.256;1786.816;1843.457;1894.098;1975.739;2072.259;2085.819;2095.819;2103.460
odo,43,20.0,10,25,22,router_5,router_12,3,True,,2172.94243751,0.8992929509046768,56.761;83.321;117.962;156.602;167.322;217.882;232.442;253.003;287.003;307.404;315.804;369.364;379.924;408.325;457.965;500.606;545.126;563.127;620.767;673.088;719.728;1086.089;1140.730;1172.490;1191.050;1295.692;1362.252;1410.653;1472.654;1499.214;1511.855;1556.415;1610.416;1640.976;1690.537;1786.138;1842.699;1921.260;1931.820;2062.382;2130.023;2172.942
odo,43,20.0,10,25,23,router_5,router_12,3,True,,1989.62112501,0.9024144293430949,64.561;136.202;150.762;219.403;241.043;350.684;388.245;404.645;417.045;437.445;489.006;515.566;532.207;552.767;603.327;691.969;753.529;778.170;799.730;838.530;866.091;1210.651;1232.292;1260.932;1302.252;1390.813;1407.454;1449.014;1468.654;1533.215;1575.216;1637.777;1654.177;1687.377;1717.018;1777.578;1816.219;1842.779;1863.419;1882.060;1923.620;1989.621
odo,43,20.0,10,25,24,router_6,router_12,2,True,,1507.21703751,0.9457862859784107,49.601;88.601;92.001;111.802;174.803;233.203;257.804;271.204;300.604;321.205;334.605;353.605;388.005;435.006;442.406;459.007;492.407;510.807;517.207;522.607;547.008;824.608;868.008;896.409;1001.810;1046.411;1066.811;1079.211;1111.612;1116.212;1140.012;1199.013;1215.413;1250.814;1266.214;1321.614;1329.015;1371.415;1435.216;1447.016;1458.816;1507.217
odo,43,20.0,10,25,25,router_6,router_12,2,True,,1690.22066251,0.9446218061197663,13.600;36.000;49.401;66.801;118.201;138.602;210.003;233.803;238.403;249.803;252.803;285.204;300.604;329.004;348.004;372.605;406.805;457.806;533.607;549.408;566.808;849.408;890.809;945.810;954.410;1041.811;1064.811;1113.412;1286.015;1310.615;1342.016;1386.616;1416.017;1452.617;1480.018;1502.218;1538.818;1570.619;1599.219;1631.020;1654.420;1690.221
odo,43,20.0,10,25,26,router_6,router_12,2,True,,1698.01903751,0.94545953378479,112.601;155.002;188.402;286.804;335.404;390.805;410.605;424.005;440.406;485.006;489.406;519.807;557.207;668.609;682.009;730.410;785.810;794.410;810.811;843.211;896.612;1185.612;1203.012;1218.413;1244.613;1264.013;1312.414;1350.814;1376.215;1424.615;1434.816;1451.216;1488.616;1508.417;1525.017;1536.817;1622.218;1627.618;1637.818;1677.219;1680.619;1698.019
odo,43,20.0,10,25,0,router_7,router_12,3,True,,2088.62140001,0.9008638391757775,43.561;59.201;66.921;120.481;148.122;169.682;187.242;230.803;254.443;289.083;327.644;388.285;436.845;498.406;536.966;544.527;669.168;741.729;752.529;785.089;794.650;1127.610;1142.250;1201.891;1219.811;1272.451;1281.011;1320.652;1339.292;1378.932;1435.493;1524.134;1567.695;1603.255;1683.896;1787.457;1827.858;1891.499;1955.860;1971.460;2043.061;2088.621
odo,43,20.0,10,25,1,router_7,router_12,3,True,,2264.90410001,0.9001032863645746,38.560;110.962;184.522;211.083;225.883;384.445;407.245;436.806;485.446;505.766;546.327;610.728;649.368;663.008;767.570;841.211;851.771;917.412;993.052;1040.693;1070.572;1404.133;1466.934;1535.335;1559.975;1618.616;1679.896;1728.457;1775.098;1808.738;1852.379;1874.939;1898.539;1978.940;2017.581;2061.221;2182.303;2195.863;2221.064;2240.704;2246.344;2264.904
odo,43,20.0,10,25,2,router_7,router_12,3,True,,1810.05888751,0.9042035084314088,11.960;46.601;64.161;107.721;130.282;146.842;192.402;248.963;277.523;297.924;336.724;374.365;412.005;460.325;482.886;513.526;547.086;577.887;605.487;641.128;711.049;1095.610;1117.250;1126.370;1156.930;1236.531;1252.132;1297.772;1326.332;1358.973;1406.694;1447.894;1486.455;1554.096;1599.736;1621.296;1656.897;1670.537;1680.097;1702.737;1758.458;1810.059
odo,43,20.0,10,25,12,router_10,router_12,4,True,,2205.50328751,0.8630364890043974,42.361;74.561;109.722;149.402;168.002;191.962;227.123;284.843;360.444;425.205;523.406;544.647;629.768;667.008;681.128;715.609;747.249;828.850;855.010;922.651;934.292;1342.852;1400.413;1423.093;1475.693;1507.814;1553.855;1665.016;1699.377;1727.017;1771.618;1799.258;1849.859;1897.020;1979.700;2008.141;2033.701;2086.942;2109.302;2128.463;2163.143;2205.503
odo,43,20.0,10,25,13,router_10,router_12,4,True,,2346.90248751,0.8617303520168342,96.561;125.322;150.002;172.602;194.202;221.363;313.324;326.003;385.325;392.525;479.166;529.527;596.368;635.208;683.329;720.529;786.090;841.770;883.331;932.531;951.692;1339.252;1390.413;1449.053;1497.494;1520.334;1566.614;1620.975;1673.576;1777.937;1813.097;1862.298;1892.498;1924.139;1995.780;2033.340;2069.780;2100.941;2185.381;2211.502;2304.743;2346.902
odo,43,20.0,10,25,14,router_10,router_12,4,True,,2255.26061251,0.8644527637374841,86.361;109.522;120.722;143.162;214.323;244.683;293.444;312.644;356.845;383.285;422.126;450.246;474.206;510.406;543.607;581.967;602.647;674.288;730.729;820.330;853.649;1253.210;1269.409;1307.610;1361.171;1404.371;1453.132;1550.813;1640.374;1684.575;1757.776;1771.976;1839.617;1899.258;1923.698;1953.298;1989.259;2024.699;2059.299;2082.900;2228.142;2255.261
odo,43,20.0,10,25,27,router_15,router_12,2,True,,1498.41655001,0.9462029659710518,20.600;35.600;61.001;112.401;129.802;180.002;189.403;199.803;227.203;236.603;274.804;285.004;381.405;426.006;457.406;466.806;499.407;573.808;589.208;593.608;615.008;867.608;905.009;944.809;962.209;989.610;1024.610;1059.011;1076.411;1107.811;1122.012;1190.412;1201.413;1245.213;1283.614;1308.014;1314.414;1366.815;1400.215;1426.616;1459.016;1498.417
odo,43,20.0,10,25,28,router_15,router_12,2,True,,1943.02288751,0.9430733632564037,65.601;80.001;88.601;167.602;216.003;280.404;285.804;308.804;320.204;335.604;379.005;399.405;433.806;479.206;530.607;544.007;560.407;593.008;635.408;685.809;720.209;1064.411;1175.812;1211.613;1249.013;1264.814;1342.215;1365.215;1429.016;1479.217;1508.617;1554.818;1567.418;1588.818;1623.019;1642.419;1669.419;1699.820;1742.820;1783.221;1879.622;1943.023
odo,43,20.0,10,25,29,router_15,router_12,2,True,,1803.22160001,0.9438030225371696,25.600;46.001;95.401;108.802;123.002;136.402;166.802;193.203;210.603;235.203;299.004;308.404;340.805;368.205;398.405;419.806;456.406;498.607;511.007;579.608;613.809;970.010;999.411;1058.812;1119.212;1152.613;1159.013;1190.013;1220.214;1247.214;1275.015;1306.015;1334.415;1365.416;1406.816;1512.218;1524.018;1558.218;1630.019;1720.421;1735.821;1803.222
odo,43,20.0,10,25,9,router_19,router_12,4,True,,2378.74222501,0.8620393410866549,44.761;71.361;123.002;161.722;183.762;230.323;262.963;360.564;395.324;459.884;490.445;524.445;552.006;612.686;691.247;719.727;772.008;868.569;900.129;934.810;943.410;1332.570;1357.171;1403.931;1431.492;1463.052;1495.732;1628.334;1670.934;1713.495;1765.896;1837.536;1875.136;1915.657;1973.217;2120.779;2155.339;2199.900;2277.141;2321.582;2363.182;2378.742
odo,43,20.0,10,25,10,router_19,router_12,4,True,,2537.70257501,0.8585331156463605,89.561;122.121;164.162;269.723;287.284;321.963;396.804;428.365;449.925;525.486;548.046;586.087;626.647;664.208;686.768;754.369;773.209;816.130;873.371;893.811;943.411;1331.972;1369.372;1393.933;1451.934;1554.495;1606.056;1634.574;1788.458;1821.215;1923.776;1955.336;2042.938;2089.778;2169.379;2213.739;2250.299;2371.861;2385.421;2461.102;2510.222;2537.703
odo,43,20.0,10,25,11,router_19,router_12,4,True,,2322.74416251,0.861751560316418,48.761;99.321;170.162;189.082;267.923;309.483;355.924;389.524;404.084;447.565;488.645;517.886;563.006;702.568;750.208;780.809;832.369;862.410;890.850;928.411;974.971;1386.532;1408.573;1472.173;1534.214;1644.776;1677.255;1717.577;1786.137;1811.698;1872.939;1916.539;1949.059;2023.900;2075.501;2123.102;2167.702;2203.462;2235.063;2252.263;2299.904;2322.744
odo,43,20.0,10,25,18,router_20,router_12,3,True,,2147.78200001,0.9017786190106915,34.560;78.201;244.843;330.484;362.124;390.765;456.406;473.046;535.607;556.247;579.167;647.808;705.449;756.089;803.730;818.650;888.651;907.211;930.011;948.812;1005.372;1340.933;1389.573;1396.533;1511.095;1524.295;1538.935;1560.495;1577.135;1618.776;1661.496;1684.296;1718.857;1775.418;1794.218;1879.779;1923.339;1959.900;2019.541;2048.661;2071.221;2147.782
