backend,seed,inter_node_distance_km,database_size_log,num_nodes,query_id,src,dst,hop_distance,success,failure_reason,tts_ms,fidelity,pair_arrival_ms
acp_m6,54,20.0,10,25,11,router_9,router_12,5,True,,1509.49403751,0.8243733446606631,80.041;148.282;165.482;201.723;226.523;270.764;285.004;358.205;388.445;419.686;436.926;458.926;495.327;530.567;558.807;585.608;623.848;634.648;671.449;677.689;697.689;1102.529;1137.330;1158.930;1182.650;1218.131;1233.731;1240.851;1254.571;1261.291;1269.331;1288.931;1322.532;1333.612;1348.012;1363.852;1367.692;1397.453;1459.853;1464.573;1489.094;1509.494
acp_m6,54,20.0,10,25,15,router_13,router_12,2,True,,1060.81163751,0.9469783835912862,32.600;59.601;69.801;75.201;85.601;109.002;136.002;187.003;196.403;213.003;218.803;271.404;280.804;302.204;344.405;362.605;384.006;399.006;415.006;449.407;458.407;711.407;738.007;743.007;751.607;759.807;768.807;770.207;778.008;781.808;798.808;805.808;835.208;837.408;850.409;875.809;896.409;908.410;938.410;1025.011;1030.811;1060.812
acp_m6,54,20.0,10,25,16,router_13,router_12,2,True,,1363.21681251,0.9442843609232989,79.801;87.801;102.202;189.203;197.403;201.203;233.004;246.404;256.604;270.004;288.204;292.004;294.004;314.605;321.605;415.806;454.007;475.407;498.408;512.408;531.808;872.009;879.809;918.010;944.210;979.211;990.211;1048.412;1086.213;1095.613;1125.013;1132.013;1163.014;1196.414;1215.415;1240.815;1247.815;1257.815;1262.415;1322.216;1361.217;1363.217
acp_m6,54,20.0,10,25,17,router_13,router_12,2,True,,882.40898751,0.9481146086699984,3.600;7.400;51.201;53.401;70.401;78.201;80.601;91.001;97.001;124.802;132.802;154.202;162.002;172.002;180.002;189.403;193.803;205.603;214.203;247.603;269.604;527.404;556.804;595.005;630.805;646.206;651.606;699.406;714.807;717.807;724.007;727.007;729.007;739.607;744.607;759.607;777.407;790.808;839.808;851.209;857.409;882.409
acp_m6,54,20.0,10,25,27,router_18,router_12,6,True,,1724.77443751,0.7866559337967248,43.881;77.441;116.241;133.161;168.482;188.482;232.883;266.123;281.363;313.484;331.204;357.724;382.325;395.764;419.884;440.805;446.645;505.566;535.605;579.326;601.046;1062.926;1107.527;1129.407;1169.808;1183.648;1206.208;1230.327;1245.008;1313.409;1345.650;1405.490;1457.891;1486.131;1541.732;1575.733;1606.533;1626.934;1650.054;1671.294;1690.534;1724.774
acp_m6,54,20.0,10,25,28,router_18,router_12,6,True,,1900.69346251,0.7778773448620602,56.881;88.481;108.081;143.922;157.162;201.403;234.643;311.884;334.404;356.525;390.245;427.966;482.086;497.687;523.246;559.486;571.606;633.327;657.567;664.887;694.407;1160.288;1177.888;1212.408;1266.129;1290.249;1311.248;1365.769;1448.450;1489.771;1527.491;1550.051;1628.572;1671.892;1742.452;1760.452;1781.652;1815.653;1838.573;1866.053;1883.253;1900.693
acp_m6,54,20.0,10,25,29,router_18,router_12,6,True,,1753.05347501,0.7884401026355479,76.241;136.762;150.281;183.402;213.082;241.603;260.603;283.123;305.124;318.724;370.163;407.924;422.445;431.203;449.245;482.845;510.166;554.766;576.366;601.287;619.687;1109.727;1168.528;1245.648;1252.769;1306.689;1346.290;1373.970;1403.690;1428.370;1462.891;1476.611;1507.971;1519.691;1546.612;1592.612;1617.813;1630.653;1679.813;1708.214;1723.014;1753.053
acp_m6,54,20.0,10,25,24,router_19,router_12,4,True,,1379.65147501,0.8703729677152576,43.161;48.361;68.721;85.521;128.362;149.962;179.202;214.843;242.282;253.082;274.322;303.523;336.763;356.404;364.444;427.644;440.845;463.685;489.325;523.366;539.006;905.566;970.407;1000.608;1010.808;1037.248;1060.848;1087.008;1100.809;1134.009;1168.770;1180.010;1208.770;1221.410;1238.570;1259.610;1290.571;1295.051;1308.211;1352.851;1369.051;1379.651
acp_m6,54,20.0,10,25,25,router_19,router_12,4,True,,1463.29556251,0.8650200735156559,31.161;61.201;87.641;103.242;116.442;122.482;158.122;186.963;226.923;252.724;261.164;270.324;317.004;334.245;345.085;365.285;403.885;421.926;442.366;467.486;482.326;853.887;876.727;957.968;964.008;983.648;1011.289;1029.329;1041.769;1069.730;1118.970;1134.611;1177.851;1195.452;1261.013;1305.773;1334.534;1372.574;1398.935;1436.495;1446.055;1463.296
acp_m6,54,20.0,10,25,26,router_19,router_12,4,True,,1374.84960001,0.8659198232332141,92.561;136.202;156.802;193.162;231.362;250.203;275.363;321.563;358.764;408.964;430.404;469.605;486.845;503.965;590.686;610.965;624.206;637.446;657.046;680.166;693.406;1064.167;1081.807;1088.566;1114.607;1123.327;1138.967;1153.007;1164.727;1191.567;1202.767;1229.608;1232.208;1241.448;1262.288;1286.729;1295.889;1317.169;1323.209;1346.449;1364.650;1374.850
acp_m6,54,20.0,10,25,18,router_23,router_12,6,True,,1898.57626251,0.7839592023296085,21.840;41.881;71.081;139.202;165.881;204.402;227.082;248.402;287.483;303.083;324.203;334.203;351.483;380.003;397.724;421.324;455.044;495.084;508.804;537.885;615.726;1108.966;1146.967;1170.567;1189.487;1212.968;1248.568;1283.688;1303.649;1327.249;1379.650;1429.371;1445.891;1468.490;1580.892;1588.732;1626.973;1725.774;1765.375;1801.215;1866.176;1898.576
acp_m6,54,20.0,10,25,19,router_23,router_12,6,True,,1758.45553751,0.7835869411395051,40.881;65.801;88.401;104.401;129.642;163.362;217.123;280.444;338.165;361.485;376.845;403.805;426.885;494.206;505.806;530.407;569.727;600.248;620.808;650.128;654.648;1124.688;1181.889;1240.410;1270.131;1330.291;1401.612;1407.492;1450.292;1476.813;1507.533;1521.533;1561.654;1583.533;1596.734;1616.334;1641.654;1657.134;1667.254;1682.734;1709.535;1758.456
acp_m6,54,20.0,10,25,20,router_23,router_12,6,True,,1602.49201251,0.7902624624608274,31.280;47.241;69.481;130.002;163.602;179.322;209.843;225.122;252.842;260.562;278.042;306.282;316.682;382.403;403.403;429.924;437.244;468.564;485.165;546.765;572.486;1058.366;1086.487;1092.126;1107.446;1138.526;1154.046;1167.367;1206.967;1290.528;1305.167;1376.529;1412.130;1430.930;1448.130;1454.930;1489.451;1523.971;1542.371;1561.971;1584.772;1602.492
odo,55,20.0,10,25,21,router_4,router_12,2,True,,1826.61943751,0.9441711787906296,53.601;134.202;164.802;194.402;212.803;267.403;368.805;403.205;460.606;520.206;527.607;571.207;592.807;645.408;652.808;712.209;736.609;761.009;771.610;804.210;820.810;1154.411;1227.812;1273.213;1304.813;1344.214;1371.614;1410.014;1464.415;1484.015;1504.415;1514.016;1532.416;1549.816;1637.417;1647.817;1666.417;1703.018;1726.418;1740.818;1794.219;1826.619
odo,55,20.0,10,25,22,router_4,router_12,2,True,,1937.02085001,0.9430109276325478,60.601;174.002;182.402;235.803;302.204;315.804;394.205;436.805;442.406;459.806;541.207;573.607;597.007;618.408;732.809;758.209;790.810;834.210;914.811;1048.213;1056.813;1344.414;1384.014;1391.414;1442.815;1510.416;1523.016;1532.616;1577.016;1591.617;1636.217;1694.618;1704.218;1709.818;1724.418;1769.819;1787.419;1816.019;1848.620;1869.020;1920.621;1937.021
odo,55,20.0,10,25,23,router_4,router_12,2,True,,1902.02041251,0.9440171346789357,20.600;86.201;113.801;135.402;161.802;227.403;331.004;354.404;375.805;435.205;453.806;466.406;532.807;556.207;595.807;628.408;651.808;671.208;707.809;729.209;776.610;1041.210;1093.610;1134.011;1170.411;1205.012;1225.612;1292.213;1313.613;1378.014;1438.615;1455.015;1559.416;1572.016;1622.417;1684.018;1736.618;1769.219;1793.819;1841.220;1874.620;1902.020
odo,55,20.0,10,25,18,router_5,router_12,3,True,,2304.02090001,0.9001889803295552,14.560;32.920;63.281;80.041;106.681;133.042;224.683;251.802;317.443;359.084;378.163;401.803;426.923;462.564;490.684;618.326;642.684;707.885;765.086;788.726;806.366;1172.927;1242.568;1280.688;1321.889;1425.051;1469.691;1502.452;1580.653;1613.853;1660.494;1678.054;1802.695;1858.336;1925.457;1973.657;2028.298;2099.458;2127.099;2161.739;2196.380;2304.021
odo,55,20.0,10,25,19,router_5,router_12,3,True,,2208.42032501,0.9015762922225902,43.561;154.202;167.762;217.963;231.603;251.243;294.884;318.524;364.644;401.405;443.046;484.166;508.806;529.446;621.087;626.727;688.368;739.567;798.208;825.528;900.169;1262.729;1274.930;1301.570;1336.890;1366.091;1434.732;1458.692;1501.892;1543.453;1563.413;1714.055;1774.415;1792.055;1827.695;1970.858;1991.058;2027.258;2039.218;2076.419;2096.059;2208.420
odo,55,20.0,10,25,20,router_5,router_12,3,True,,2388.26257501,0.9000898316818394,13.960;59.601;93.241;124.362;150.722;165.362;173.002;233.123;263.323;302.524;312.164;362.804;392.445;426.565;499.206;519.846;544.927;710.129;745.769;790.410;817.529;1163.490;1376.692;1401.453;1467.014;1574.655;1599.774;1636.535;1738.176;1851.818;1926.459;1953.537;2005.178;2039.818;2082.979;2095.179;2143.380;2206.020;2230.781;2278.981;2311.622;2388.263
odo,55,20.0,10,25,9,router_11,router_12,2,True,,1577.01808751,0.945284275081856,32.600;124.402;132.202;141.602;145.002;178.403;195.803;203.603;214.003;263.404;264.804;303.204;361.605;398.206;429.206;466.607;491.207;504.607;547.008;627.409;644.809;905.409;927.609;945.010;972.410;979.810;1022.211;1043.611;1075.411;1184.013;1195.813;1240.214;1292.614;1308.415;1345.015;1361.615;1376.016;1386.416;1416.816;1459.217;1543.618;1577.018
odo,55,20.0,10,25,10,router_11,router_12,2,True,,1817.02167501,0.9438130806663769,14.600;33.000;54.401;139.002;190.803;212.203;250.604;266.004;304.204;334.605;431.206;452.607;501.007;520.407;581.808;591.208;633.609;644.009;682.409;755.810;770.811;1067.011;1132.412;1168.812;1175.813;1182.213;1229.613;1243.013;1278.014;1295.414;1320.815;1355.815;1372.415;1383.816;1425.216;1469.817;1576.218;1643.219;1709.620;1802.221;1809.222;1817.022
odo,55,20.0,10,25,11,router_11,router_12,2,True,,1710.82007501,0.9444105261750382,10.200;50.601;60.001;91.001;117.402;143.802;168.202;195.603;202.003;233.003;260.403;293.804;385.205;499.606;551.407;604.008;641.409;730.010;741.410;822.011;852.412;1130.212;1159.613;1205.013;1237.414;1264.414;1288.214;1360.816;1403.216;1451.617;1489.817;1500.817;1508.618;1528.018;1532.418;1578.818;1583.418;1603.219;1624.619;1650.019;1682.420;1710.820
odo,55,20.0,10,25,0,router_13,router_12,2,True,,1411.21575001,0.9467390706646308,30.600;74.401;95.801;140.202;158.402;218.803;263.404;359.805;425.206;441.806;472.806;496.207;523.607;547.007;558.807;570.208;577.208;588.608;622.008;626.408;638.209;909.809;932.009;952.409;957.809;971.210;979.010;997.410;1044.811;1064.211;1103.211;1123.012;1146.812;1206.213;1218.013;1241.813;1252.013;1271.014;1295.414;1322.814;1405.816;1411.216
odo,55,20.0,10,25,1,router_13,router_12,2,True,,1633.01953751,0.9445761155046255,16.600;36.401;58.801;89.801;128.002;139.802;198.003;210.403;240.803;249.404;297.204;397.606;404.606;423.606;494.607;513.607;547.008;579.608;602.609;628.809;643.009;939.210;1030.611;1064.812;1080.612;1097.212;1128.613;1139.013;1164.413;1197.813;1204.814;1223.214;1244.614;1285.015;1305.615;1323.015;1376.416;1391.816;1479.617;1577.819;1617.219;1633.020
odo,55,20.0,10,25,2,router_13,router_12,2,True,,1764.02065001,0.9434574427525739,51.601;65.001;109.602;142.202;148.602;194.803;218.203;255.604;277.804;332.205;384.806;488.207;524.607;550.808;682.209;696.609;709.010;741.410;751.810;769.210;773.610;1067.411;1114.812;1141.212;1189.613;1201.413;1262.814;1299.414;1328.815;1382.215;1422.016;1456.416;1476.217;1497.617;1539.018;1564.418;1639.819;1654.019;1689.820;1701.220;1705.820;1764.021
odo,55,20.0,10,25,3,router_14,router_12,2,True,,2038.82407501,0.9423889438838082,31.000;117.402;176.802;197.203;209.603;253.003;363.405;399.205;419.005;458.406;501.806;549.207;655.409;678.809;725.210;733.810;795.210;812.611;876.011;879.011;910.412;1246.013;1308.214;1336.014;1464.616;1499.017;1516.417;1546.617;1566.018;1577.418;1579.618;1622.618;1716.020;1738.220;1829.621;1871.022;1890.822;1946.623;1968.023;1992.623;2015.024;2038.824
odo,55,20.0,10,25,4,router_14,router_12,2,True,,1626.41938751,0.9457769416751043,58.601;116.002;180.402;215.803;228.203;276.604;307.604;334.004;341.805;364.005;385.405;393.205;436.206;456.806;485.407;502.807;511.207;525.407;554.808;599.408;623.809;895.409;916.009;981.410;998.810;1017.811;1068.211;1088.012;1137.412;1169.213;1207.613;1231.014;1253.214;1298.615;1348.815;1371.816;1408.216;1414.416;1455.817;1479.617;1521.018;1626.419
odo,55,20.0,10,25,5,router_14,router_12,2,True,,1897.62203751,0.9445284013152617,147.602;173.002;187.402;202.803;225.203;275.603;360.005;371.405;397.605;470.006;519.407;535.207;571.607;636.008;654.408;720.609;829.011;874.411;891.012;909.412;938.012;1196.612;1201.012;1227.213;1247.613;1285.014;1349.414;1400.815;1407.215;1455.816;1512.417;1533.817;1578.218;1623.618;1660.219;1699.219;1759.620;1789.020;1816.821;1845.421;1865.822;1897.622
odo,55,20.0,10,25,15,router_15,router_12,2,True,,1819.22150001,0.9443456802293639,71.601;101.801;136.002;144.602;178.002;197.403;213.803;232.203;236.603;298.004;314.604;344.004;411.006;449.206;545.607;569.408;586.808;662.609;693.009;732.810;743.010;1024.811;1059.211;1062.211;1122.812;1141.812;1199.213;1214.213;1273.614;1325.415;1368.816;1374.216;1421.216;1436.617;1498.017;1527.418;1567.218;1591.619;1654.019;1758.421;1800.821;1819.222
odo,55,20.0,10,25,16,router_15,router_12,2,True,,1889.82257501,0.9431769478432109,19.600;69.801;87.201;112.602;180.002;291.404;300.004;361.405;485.207;504.207;516.607;610.008;629.009;636.009;666.209;674.009;692.410;702.810;743.410;769.811;797.611;1068.211;1088.012;1104.612;1150.813;1152.213;1180.813;1188.613;1204.013;1254.414;1341.815;1439.217;1482.217;1483.617;1527.018;1565.418;1634.019;1699.420;1701.620;1762.021;1803.422;1889.823
odo,55,20.0,10,25,17,router_15,router_12,2,True,,1686.01865001,0.9454612454086209,38.600;50.001;76.401;106.801;118.201;146.602;165.602;221.403;273.804;303.204;351.005;399.405;437.606;441.006;503.407;508.807;535.207;549.607;613.008;701.409;726.810;1054.411;1103.811;1164.212;1229.613;1247.013;1275.413;1298.814;1351.214;1363.814;1383.215;1395.615;1441.816;1513.216;1534.617;1576.017;1599.418;1609.818;1637.218;1654.618;1657.618;1686.019
odo,55,20.0,10,25,27,router_16,router_12,2,True,,1613.21817501,0.9446336378876279,14.200;64.601;67.601;166.002;179.402;205.803;248.203;282.604;296.004;340.604;379.605;400.005;424.606;546.007;589.808;611.208;618.208;663.609;729.810;735.210;776.610;1044.811;1061.211;1100.611;1110.011;1185.013;1238.413;1268.614;1309.014;1398.415;1406.815;1411.415;1440.816;1444.616;1479.016;1489.216;1506.617;1516.817;1552.217;1563.217;1594.218;1613.218
odo,55,20.0,10,25,28,router_16,router_12,2,True,,1699.01932501,0.9441145898073748,68.601;178.002;183.402;264.803;271.003;291.604;314.604;369.005;397.605;449.006;487.406;524.807;543.007;552.407;578.608;619.008;703.409;739.810;785.210;798.610;802.410;1078.611;1100.011;1139.812;1155.612;1175.012;1214.013;1234.613;1273.014;1291.214;1328.614;1367.615;1382.615;1425.016;1484.416;1504.817;1516.217;1550.617;1560.017;1614.418;1636.818;1699.019
odo,55,20.0,10,25,29,router_16,router_12,2,True,,1603.41808751,0.9453872110126865,12.600;37.000;58.401;165.802;189.602;212.003;244.603;252.003;271.404;297.804;303.204;340.604;395.005;458.806;466.606;482.006;507.407;518.807;559.408;648.809;704.210;969.210;993.810;1004.810;1061.211;1099.612;1195.013;1211.613;1219.013;1268.414;1275.414;1335.815;1346.815;1387.215;1394.615;1416.816;1431.216;1438.216;1484.617;1522.017;1572.418;1603.418
odo,55,20.0,10,25,24,router_17,router_12,1,True,,1206.01256251,0.9899210708723485,9.000;32.000;44.001;46.001;93.001;168.002;229.003;258.003;269.003;285.004;316.004;334.004;337.004;365.005;367.005;441.006;499.006;531.007;535.007;543.007;586.007;794.007;805.008;807.008;830.008;831.008;840.008;842.008;927.009;929.009;944.009;966.010;970.010;1029.010;1051.011;1072.011;1122.012;1161.012;1165.012;1188.012;1201.013;1206.013
odo,55,20.0,10,25,25,router_17,router_12,1,True,,1091.01112501,0.9899210708723485,1.000;28.000;38.000;51.001;54.001;90.001;104.001;130.002;149.002;165.002;171.002;206.003;259.003;304.004;316.004;337.004;350.004;369.005;400.005;417.005;422.005;626.005;634.005;730.007;759.007;761.007;777.007;786.007;818.008;890.009;902.009;904.009;910.009;922.009;927.009;993.010;1047.011;1057.011;1080.011;1086.011;1090.011;1091.011
odo,55,20.0,10,25,26,router_17,router_12,1,True,,1245.01305001,0.9899210708723485,2.000;49.001;63.001;108.001;129.002;142.002;163.002;168.002;219.003;236.003;259.003;267.003;304.004;336.004;353.004;380.005;383.005;415.005;439.005;469.006;487.006;729.007;815.008;842.008;846.008;889.009;922.009;949.009;955.009;963.010;980.010;991.010;1008.010;1009.010;1054.011;1079.011;1095.011;1118.011;1155.012;1228.013;1236.013;1245.013
odo,55,20.0,10,25,6,router_20,router_12,3,True,,2377.86638751,0.8991294251546645,12.960;47.601;67.321;100.881;130.521;280.163;314.804;327.364;413.925;434.565;464.205;484.846;513.326;543.886;585.887;659.888;678.528;722.089;779.650;793.650;836.210;1151.371;1183.771;1201.411;1233.132;1396.774;1564.336;1593.536;1662.097;1719.298;1802.859;1877.660;1920.301;1930.861;1958.501;1999.822;2014.462;2117.023;2191.584;2229.585;2261.225;2377.866
odo,55,20.0,10,25,7,router_20,router_12,3,True,,2069.57985001,0.9002095363411423,54.561;80.201;88.841;123.401;138.042;242.683;277.402;311.043;323.603;346.243;370.803;380.363;413.564;505.125;548.726;561.126;580.726;616.287;695.888;758.689;817.490;1142.450;1171.090;1193.731;1211.650;1314.292;1356.411;1393.052;1465.692;1494.333;1524.973;1603.614;1619.254;1670.815;1739.376;1840.937;1869.497;1911.058;1922.658;1950.218;2054.780;2069.580
odo,55,20.0,10,25,8,router_20,router_12,3,True,,2474.06685001,0.8974399141724398,22.960;54.601;73.241;245.883;316.524;440.165;463.726;492.286;568.847;614.408;667.048;683.688;811.250;920.811;959.372;1005.012;1037.332;1068.133;1084.533;1236.135;1314.696;1676.257;1683.057;1703.698;1726.338;1771.459;1795.059;1810.699;1845.340;1855.459;1892.020;1973.221;2011.862;2057.502;2115.143;2156.703;2270.345;2350.986;2412.306;2432.866;2442.426;2474.067
odo,55,20.0,10,25,12,router_23,router_12,3,True,,2303.94321251,0.8976632810339282,26.560;71.201;90.921;135.561;246.123;336.764;390.324;417.925;455.485;479.046;592.687;615.247;690.808;790.369;878.011;896.730;919.290;947.851;991.491;1062.052;1091.693;1539.254;1582.895;1631.215;1668.856;1683.576;1719.216;1749.976;1811.617;1851.978;1881.978;1969.539;1997.139;2014.700;2042.340;2071.980;2135.541;2145.541;2191.102;2251.663;2274.303;2303.943
odo,55,20.0,10,25,13,router_23,router_12,3,True,,2155.62260001,0.9014099385638471,15.160;109.801;172.721;201.282;234.842;271.483;302.123;337.683;380.484;395.124;436.685;479.325;503.966;556.526;571.326;614.927;744.129;798.770;827.410;864.051;875.691;1224.251;1264.892;1336.453;1365.013;1427.574;1475.214;1498.774;1578.376;1659.937;1745.578;1786.218;1832.139;1839.699;1859.259;1909.899;1922.540;1947.100;1994.701;2066.342;2103.982;2155.623
odo,55,20.0,10,25,14,router_23,router_12,3,True,,1911.61991251,0.9029602842934425,27.960;87.521;97.081;115.721;154.362;205.883;269.523;300.164;313.724;356.525;405.085;468.646;540.207;579.767;601.328;683.889;728.449;755.250;863.811;879.371;893.371;1245.332;1277.972;1324.893;1348.533;1385.093;1414.654;1452.294;1474.935;1536.215;1560.855;1615.416;1646.217;1677.777;1728.578;1745.778;1768.338;1796.739;1822.379;1876.500;1898.060;1911.620
acp_m6,55,20.0,10,25,21,router_4,router_12,2,True,,1234.01202501,0.9406303090373244,49.601;71.001;72.401;113.801;138.202;148.402;152.602;225.003;251.403;252.803;279.203;286.604;308.804;313.204;351.604;360.004;397.205;406.805;424.205;436.805;473.206;774.806;816.207;830.407;889.808;907.208;925.608;930.808;954.009;972.409;982.809;989.209;1012.609;1029.010;1039.410;1070.810;1123.211;1163.211;1180.611;1193.012;1207.412;1234.012
acp_m6,55,20.0,10,25,22,router_4,router_12,2,True,,1122.01051251,0.943176289854573,24.200;34.600;97.601;110.001;114.001;156.002;157.402;161.602;213.003;215.403;230.603;241.803;255.203;261.403;271.603;357.004;362.404;373.604;411.605;461.006;479.006;751.606;761.006;803.407;804.807;819.807;833.207;838.607;861.007;862.407;873.008;910.408;959.409;962.409;963.809;980.809;995.809;1036.409;1044.810;1054.410;1063.010;1122.011
acp_m6,55,20.0,10,25,23,router_4,router_12,2,True,,724.60562501,0.9475768852583519,36.600;42.601;53.001;56.201;82.601;91.001;134.402;157.402;160.802;197.203;201.603;214.003;232.003;237.003;239.003;243.003;254.203;275.203;277.203;278.603;283.803;537.404;545.804;553.804;569.404;578.804;586.404;595.604;603.604;607.804;612.004;617.204;634.605;635.805;649.805;651.005;657.605;660.605;670.605;681.605;697.605;724.606
acp_m6,55,20.0,10,25,18,router_5,router_12,3,True,,1403.93247501,0.8988911953978975,66.561;107.801;132.442;144.682;157.042;231.683;240.323;254.963;264.603;276.323;310.564;326.204;398.845;434.485;461.126;463.086;480.886;530.126;545.767;570.007;593.647;896.207;916.447;926.407;934.047;938.167;949.807;966.568;982.208;1005.848;1014.968;1031.168;1051.408;1153.050;1170.690;1180.330;1201.050;1231.850;1297.091;1345.332;1347.292;1403.932
acp_m6,55,20.0,10,25,19,router_5,router_12,3,True,,964.20783751,0.9035821776795371,26.560;60.201;78.841;91.481;94.721;112.681;131.322;135.562;146.322;153.882;170.082;178.322;194.962;205.282;218.082;221.723;243.483;247.123;263.843;302.083;340.724;642.884;657.244;684.804;702.365;709.925;734.685;747.925;749.885;779.526;785.766;800.406;825.646;828.286;833.206;847.566;866.207;887.447;922.687;944.328;949.568;964.208
acp_m6,55,20.0,10,25,20,router_5,router_12,3,True,,1566.49263751,0.8951741102135483,26.560;35.760;64.961;128.162;191.802;213.962;244.163;258.363;275.563;339.764;352.964;382.164;394.364;461.565;470.765;478.325;496.526;519.166;539.526;580.767;670.927;985.487;995.688;1046.888;1051.088;1069.288;1095.929;1116.569;1124.209;1169.289;1184.929;1231.570;1239.210;1295.490;1326.130;1329.290;1422.491;1457.132;1461.772;1504.092;1538.292;1566.493
acp_m6,55,20.0,10,25,9,router_11,router_12,2,True,,1452.81570001,0.9426647226056148,18.600;92.001;123.402;189.802;211.203;229.603;289.004;311.404;373.805;380.205;381.605;420.005;423.405;452.406;481.406;493.206;524.607;537.007;633.408;651.808;668.009;958.609;960.009;986.409;1024.810;1039.210;1055.410;1064.010;1084.411;1093.011;1110.811;1157.812;1181.212;1201.612;1232.012;1243.813;1254.013;1271.413;1373.215;1388.215;1418.215;1452.816
acp_m6,55,20.0,10,25,10,router_11,router_12,2,True,,1311.21473751,0.9465921224584113,4.600;14.800;18.600;32.600;44.401;122.602;133.602;171.003;191.403;211.803;249.204;270.604;282.004;294.604;319.205;395.606;411.006;431.006;486.007;521.807;537.808;852.409;874.609;877.009;892.409;937.010;994.411;1024.611;1075.012;1093.412;1114.412;1118.812;1121.212;1208.613;1214.413;1219.814;1230.214;1263.214;1287.814;1295.215;1304.215;1311.215
acp_m6,55,20.0,10,25,11,router_11,router_12,2,True,,1451.61781251,0.9436708231599629,59.801;66.801;90.201;126.802;177.003;212.003;239.003;275.604;289.804;299.204;338.205;353.605;365.405;372.405;384.206;448.807;468.607;485.207;606.609;625.609;638.009;938.210;974.811;1017.211;1037.812;1070.412;1105.813;1235.215;1246.215;1252.415;1261.815;1275.215;1299.016;1336.416;1341.016;1381.617;1383.017;1402.817;1405.017;1408.017;1415.017;1451.618
acp_m6,55,20.0,10,25,0,router_13,router_12,2,True,,1135.61090001,0.9430423346073497,34.600;45.001;73.401;101.801;108.201;132.602;135.002;183.402;192.802;198.202;219.603;229.003;248.403;255.803;274.203;290.604;300.004;313.404;331.804;341.204;342.604;604.204;613.604;635.005;646.405;653.005;680.405;702.806;765.206;802.607;862.008;940.408;941.808;969.209;979.609;1050.010;1051.010;1073.410;1075.810;1113.211;1118.611;1135.611
acp_m6,55,20.0,10,25,1,router_13,router_12,2,True,,1324.81451251,0.9438715414499722,39.801;84.801;104.601;126.002;167.402;241.803;266.404;280.604;316.404;320.205;324.805;383.005;396.406;401.806;435.206;446.206;459.607;466.607;487.607;509.007;545.608;821.008;876.009;935.410;938.410;957.810;1007.811;1013.611;1049.611;1094.012;1124.012;1162.013;1189.413;1195.813;1203.213;1244.214;1250.214;1260.614;1285.014;1296.414;1315.814;1324.815
acp_m6,55,20.0,10,25,2,router_13,router_12,2,True,,1186.21327501,0.945830054034213,10.200;53.201;69.001;84.801;131.002;163.602;194.603;225.603;259.004;269.204;279.204;293.404;365.206;376.206;394.606;408.606;466.807;519.408;548.408;560.208;580.809;833.809;865.809;902.410;923.810;946.810;956.210;980.811;1024.211;1026.211;1044.212;1045.212;1051.212;1063.212;1076.612;1087.012;1146.413;1148.413;1159.813;1165.213;1173.213;1186.213
acp_m6,55,20.0,10,25,3,router_14,router_12,2,True,,1281.61407501,0.9459028717434477,5.400;34.801;62.601;184.602;226.003;257.803;271.204;296.604;359.005;376.405;396.805;410.205;422.606;443.606;509.807;534.407;542.207;548.207;570.608;581.008;599.208;879.409;920.809;980.610;995.610;1007.011;1009.611;1026.211;1060.211;1084.612;1094.012;1136.012;1178.413;1179.813;1192.213;1206.013;1233.013;1239.014;1240.414;1260.414;1276.214;1281.614
acp_m6,55,20.0,10,25,4,router_14,router_12,2,True,,1160.81227501,0.9468145160813246,23.600;47.001;57.401;100.801;110.801;113.201;123.402;148.802;151.402;158.402;219.403;227.203;231.403;244.003;265.403;299.204;343.805;351.205;358.205;395.205;402.605;701.206;715.406;725.806;755.207;763.607;766.607;781.607;794.207;853.208;898.609;908.009;934.209;1041.211;1055.611;1078.611;1106.412;1115.812;1117.812;1139.812;1159.812;1160.812
acp_m6,55,20.0,10,25,5,router_14,router_12,2,True,,771.60622501,0.9451375694424167,13.200;25.600;27.000;33.400;41.800;84.801;119.801;149.202;156.602;162.602;191.002;201.402;209.403;230.403;233.803;244.803;249.003;256.403;265.403;273.403;285.603;537.203;567.604;578.604;587.004;637.405;657.405;659.405;666.805;668.605;694.605;703.605;706.605;716.006;718.406;724.806;726.206;731.206;757.206;759.606;765.006;771.606
acp_m6,55,20.0,10,25,15,router_15,router_12,2,True,,824.80698751,0.9440472977440222,12.200;21.600;34.600;38.600;50.801;79.801;136.802;138.802;150.802;170.602;179.202;185.402;231.403;233.803;235.203;246.603;247.603;257.003;262.403;274.403;288.404;539.604;550.004;552.004;559.404;564.404;585.004;587.204;589.004;596.404;621.805;665.805;671.205;689.205;691.205;712.606;732.006;740.006;772.406;773.406;803.807;824.807
acp_m6,55,20.0,10,25,16,router_15,router_12,2,True,,811.40697501,0.944582357748315,13.600;21.000;29.200;37.400;56.001;65.001;68.001;81.401;110.401;115.401;121.802;132.802;137.202;139.202;142.202;144.602;156.602;161.002;185.002;246.003;256.403;507.603;521.403;532.803;576.204;585.604;594.204;595.604;616.605;633.005;643.405;651.405;662.805;666.205;684.405;705.406;742.406;759.406;768.406;771.407;809.407;811.407
